"";"stim1";"ppt";"responses";"RTs";"RWAsc";"bloc";"valence";"condition1"
"15037";"B5";"869599__20160428_165610.csv";9;635;95;"1";"Pos";"ratings_Grp3"
"15038";"B2";"869599__20160428_165610.csv";9;1789;95;"1";"Pos";"ratings_Grp3"
"15039";"B7";"869599__20160428_165610.csv";9;901;95;"1";"Pos";"ratings_Grp3"
"15040";"M7";"869599__20160428_165610.csv";1;719;95;"1";"Neg";"ratings_Grp3"
"15041";"M3";"869599__20160428_165610.csv";1;943;95;"1";"Neg";"ratings_Grp3"
"15042";"B3";"869599__20160428_165610.csv";9;831;95;"1";"Pos";"ratings_Grp3"
"15043";"B1";"869599__20160428_165610.csv";9;658;95;"1";"Pos";"ratings_Grp3"
"15044";"B6";"869599__20160428_165610.csv";9;968;95;"1";"Pos";"ratings_Grp3"
"15045";"M8";"869599__20160428_165610.csv";1;710;95;"1";"Neg";"ratings_Grp3"
"15046";"M2";"869599__20160428_165610.csv";1;803;95;"1";"Neg";"ratings_Grp3"
"15047";"M5";"869599__20160428_165610.csv";1;1198;95;"1";"Neg";"ratings_Grp3"
"15048";"M1";"869599__20160428_165610.csv";1;902;95;"1";"Neg";"ratings_Grp3"
"15049";"M6";"869599__20160428_165610.csv";1;3422;95;"1";"Neg";"ratings_Grp3"
"15099";"B2";"869599__20160428_165818.csv";8;48142;45;"1";"Pos";"ratings_Grp3"
"15100";"M7";"869599__20160428_165818.csv";1;3149;45;"1";"Neg";"ratings_Grp3"
"15101";"M4";"869599__20160428_165818.csv";1;913;45;"1";"Neg";"ratings_Grp3"
"15102";"B3";"869599__20160428_165818.csv";9;1700;45;"1";"Pos";"ratings_Grp3"
"15103";"B7";"869599__20160428_165818.csv";9;1225;45;"1";"Pos";"ratings_Grp3"
"15104";"M2";"869599__20160428_165818.csv";1;648;45;"1";"Neg";"ratings_Grp3"
"15105";"B8";"869599__20160428_165818.csv";9;948;45;"1";"Pos";"ratings_Grp3"
"15106";"B6";"869599__20160428_165818.csv";1;1852;45;"1";"Pos";"ratings_Grp3"
"15107";"M3";"869599__20160428_165818.csv";9;954;45;"1";"Neg";"ratings_Grp3"
"15108";"B1";"869599__20160428_165818.csv";1;701;45;"1";"Pos";"ratings_Grp3"
"15109";"M8";"869599__20160428_165818.csv";9;596;45;"1";"Neg";"ratings_Grp3"
"15110";"M5";"869599__20160428_165818.csv";9;692;45;"1";"Neg";"ratings_Grp3"
"15111";"B5";"869599__20160428_165818.csv";1;571;45;"1";"Pos";"ratings_Grp3"
"15112";"B4";"869599__20160428_165818.csv";1;775;45;"1";"Pos";"ratings_Grp3"
"15113";"M1";"869599__20160428_165818.csv";9;819;45;"1";"Neg";"ratings_Grp3"
"15114";"M6";"869599__20160428_165818.csv";9;911;45;"1";"Neg";"ratings_Grp3"
"15164";"M5";"869599__20160428_170032.csv";3;4130;75;"1";"Neg";"ratings_Grp3"
"15165";"M6";"869599__20160428_170032.csv";4;1162;75;"1";"Neg";"ratings_Grp3"
"15166";"M2";"869599__20160428_170032.csv";6;1113;75;"1";"Neg";"ratings_Grp3"
"15167";"B1";"869599__20160428_170032.csv";2;580;75;"1";"Pos";"ratings_Grp3"
"15168";"B6";"869599__20160428_170032.csv";3;820;75;"1";"Pos";"ratings_Grp3"
"15169";"M8";"869599__20160428_170032.csv";7;497;75;"1";"Neg";"ratings_Grp3"
"15170";"M3";"869599__20160428_170032.csv";4;568;75;"1";"Neg";"ratings_Grp3"
"15171";"M4";"869599__20160428_170032.csv";3;530;75;"1";"Neg";"ratings_Grp3"
"15172";"B8";"869599__20160428_170032.csv";8;623;75;"1";"Pos";"ratings_Grp3"
"15173";"B7";"869599__20160428_170032.csv";4;937;75;"1";"Pos";"ratings_Grp3"
"15174";"M7";"869599__20160428_170032.csv";7;2739;75;"1";"Neg";"ratings_Grp3"
"15175";"B4";"869599__20160428_170032.csv";4;271;75;"1";"Pos";"ratings_Grp3"
"15176";"B3";"869599__20160428_170032.csv";7;463;75;"1";"Pos";"ratings_Grp3"
"15177";"M1";"869599__20160428_170032.csv";7;604;75;"1";"Neg";"ratings_Grp3"
"15178";"B5";"869599__20160428_170032.csv";4;431;75;"1";"Pos";"ratings_Grp3"
"15179";"B2";"869599__20160428_170032.csv";7;370;75;"1";"Pos";"ratings_Grp3"
"15229";"B8";"869599__20160428_170306.csv";5;11469;74;"1";"Pos";"ratings_Grp3"
"15230";"M7";"869599__20160428_170306.csv";4;2082;74;"1";"Neg";"ratings_Grp3"
"15231";"B7";"869599__20160428_170306.csv";5;1380;74;"1";"Pos";"ratings_Grp3"
"15232";"M5";"869599__20160428_170306.csv";4;663;74;"1";"Neg";"ratings_Grp3"
"15233";"M2";"869599__20160428_170306.csv";6;1096;74;"1";"Neg";"ratings_Grp3"
"15234";"B4";"869599__20160428_170306.csv";4;523;74;"1";"Pos";"ratings_Grp3"
"15235";"M4";"869599__20160428_170306.csv";5;315;74;"1";"Neg";"ratings_Grp3"
"15236";"M1";"869599__20160428_170306.csv";4;243;74;"1";"Neg";"ratings_Grp3"
"15237";"M6";"869599__20160428_170306.csv";3;1353;74;"1";"Neg";"ratings_Grp3"
"15238";"M8";"869599__20160428_170306.csv";6;475;74;"1";"Neg";"ratings_Grp3"
"15239";"B3";"869599__20160428_170306.csv";5;349;74;"1";"Pos";"ratings_Grp3"
"15240";"B6";"869599__20160428_170306.csv";3;523;74;"1";"Pos";"ratings_Grp3"
"15241";"B5";"869599__20160428_170306.csv";4;387;74;"1";"Pos";"ratings_Grp3"
"15242";"M3";"869599__20160428_170306.csv";5;335;74;"1";"Neg";"ratings_Grp3"
"15243";"B1";"869599__20160428_170306.csv";6;226;74;"1";"Pos";"ratings_Grp3"
"15244";"B2";"869599__20160428_170306.csv";3;277;74;"1";"Pos";"ratings_Grp3"
"15294";"B5";"869599__20160428_170603.csv";9;19793;64;"1";"Pos";"ratings_Grp3"
"15295";"M4";"869599__20160428_170603.csv";4;14011;64;"1";"Neg";"ratings_Grp3"
"15296";"M6";"869599__20160428_170603.csv";1;21766;64;"1";"Neg";"ratings_Grp3"
"15297";"M2";"869599__20160428_170603.csv";1;12125;64;"1";"Neg";"ratings_Grp3"
"15298";"M7";"869599__20160428_170603.csv";1;4275;64;"1";"Neg";"ratings_Grp3"
"15299";"B4";"869599__20160428_170603.csv";7;13891;64;"1";"Pos";"ratings_Grp3"
"15300";"B1";"869599__20160428_170603.csv";9;3515;64;"1";"Pos";"ratings_Grp3"
"15301";"B3";"869599__20160428_170603.csv";7;8330;64;"1";"Pos";"ratings_Grp3"
"15302";"B8";"869599__20160428_170603.csv";8;2073;64;"1";"Pos";"ratings_Grp3"
"15303";"M1";"869599__20160428_170603.csv";2;1901;64;"1";"Neg";"ratings_Grp3"
"15304";"M5";"869599__20160428_170603.csv";1;12671;64;"1";"Neg";"ratings_Grp3"
"15305";"B6";"869599__20160428_170603.csv";8;3959;64;"1";"Pos";"ratings_Grp3"
"15306";"B7";"869599__20160428_170603.csv";8;2979;64;"1";"Pos";"ratings_Grp3"
"15307";"M3";"869599__20160428_170603.csv";1;3092;64;"1";"Neg";"ratings_Grp3"
"15308";"M8";"869599__20160428_170603.csv";1;1445;64;"1";"Neg";"ratings_Grp3"
"15309";"B2";"869599__20160428_170603.csv";9;2023;64;"1";"Pos";"ratings_Grp3"
"15359";"M1";"869599__20160428_171333.csv";9;3440;67;"1";"Neg";"ratings_Grp3"
"15360";"B7";"869599__20160428_171333.csv";7;1995;67;"1";"Pos";"ratings_Grp3"
"15361";"M8";"869599__20160428_171333.csv";9;2477;67;"1";"Neg";"ratings_Grp3"
"15362";"M7";"869599__20160428_171333.csv";9;1731;67;"1";"Neg";"ratings_Grp3"
"15363";"M3";"869599__20160428_171333.csv";7;1939;67;"1";"Neg";"ratings_Grp3"
"15364";"B3";"869599__20160428_171333.csv";3;2234;67;"1";"Pos";"ratings_Grp3"
"15365";"B6";"869599__20160428_171333.csv";3;1659;67;"1";"Pos";"ratings_Grp3"
"15366";"B5";"869599__20160428_171333.csv";4;1598;67;"1";"Pos";"ratings_Grp3"
"15367";"M2";"869599__20160428_171333.csv";7;1686;67;"1";"Neg";"ratings_Grp3"
"15368";"B2";"869599__20160428_171333.csv";5;1903;67;"1";"Pos";"ratings_Grp3"
"15369";"M6";"869599__20160428_171333.csv";7;2653;67;"1";"Neg";"ratings_Grp3"
"15370";"B1";"869599__20160428_171333.csv";4;1897;67;"1";"Pos";"ratings_Grp3"
"15371";"B8";"869599__20160428_171333.csv";6;1260;67;"1";"Pos";"ratings_Grp3"
"15372";"M4";"869599__20160428_171333.csv";8;1871;67;"1";"Neg";"ratings_Grp3"
"15373";"M5";"869599__20160428_171333.csv";6;2840;67;"1";"Neg";"ratings_Grp3"
"15374";"B4";"869599__20160428_171333.csv";3;2542;67;"1";"Pos";"ratings_Grp3"
"15424";"M6";"869599__20160428_172918.csv";1;10024;89;"1";"Neg";"ratings_Grp3"
"15425";"M3";"869599__20160428_172918.csv";1;1117;89;"1";"Neg";"ratings_Grp3"
"15426";"M1";"869599__20160428_172918.csv";9;2463;89;"1";"Neg";"ratings_Grp3"
"15427";"M4";"869599__20160428_172918.csv";4;1376;89;"1";"Neg";"ratings_Grp3"
"15428";"B2";"869599__20160428_172918.csv";1;3593;89;"1";"Pos";"ratings_Grp3"
"15429";"M7";"869599__20160428_172918.csv";9;1716;89;"1";"Neg";"ratings_Grp3"
"15430";"M8";"869599__20160428_172918.csv";9;908;89;"1";"Neg";"ratings_Grp3"
"15431";"B3";"869599__20160428_172918.csv";1;475;89;"1";"Pos";"ratings_Grp3"
"15432";"M5";"869599__20160428_172918.csv";1;1196;89;"1";"Neg";"ratings_Grp3"
"15433";"B5";"869599__20160428_172918.csv";9;769;89;"1";"Pos";"ratings_Grp3"
"15434";"B4";"869599__20160428_172918.csv";1;1356;89;"1";"Pos";"ratings_Grp3"
"15435";"B1";"869599__20160428_172918.csv";9;1131;89;"1";"Pos";"ratings_Grp3"
"15436";"B7";"869599__20160428_172918.csv";1;611;89;"1";"Pos";"ratings_Grp3"
"15437";"B6";"869599__20160428_172918.csv";9;997;89;"1";"Pos";"ratings_Grp3"
"15438";"B8";"869599__20160428_172918.csv";1;663;89;"1";"Pos";"ratings_Grp3"
"15439";"M2";"869599__20160428_172918.csv";9;1056;89;"1";"Neg";"ratings_Grp3"
"15489";"M7";"869599__20160428_173550.csv";3;8719;64;"1";"Neg";"ratings_Grp3"
"15490";"B6";"869599__20160428_173550.csv";7;2712;64;"1";"Pos";"ratings_Grp3"
"15491";"B5";"869599__20160428_173550.csv";8;1033;64;"1";"Pos";"ratings_Grp3"
"15492";"B3";"869599__20160428_173550.csv";7;977;64;"1";"Pos";"ratings_Grp3"
"15493";"M2";"869599__20160428_173550.csv";3;2192;64;"1";"Neg";"ratings_Grp3"
"15494";"M3";"869599__20160428_173550.csv";2;938;64;"1";"Neg";"ratings_Grp3"
"15495";"B8";"869599__20160428_173550.csv";7;2836;64;"1";"Pos";"ratings_Grp3"
"15496";"M5";"869599__20160428_173550.csv";2;1525;64;"1";"Neg";"ratings_Grp3"
"15497";"B1";"869599__20160428_173550.csv";8;2165;64;"1";"Pos";"ratings_Grp3"
"15498";"M6";"869599__20160428_173550.csv";2;1284;64;"1";"Neg";"ratings_Grp3"
"15499";"B7";"869599__20160428_173550.csv";8;1469;64;"1";"Pos";"ratings_Grp3"
"15500";"M1";"869599__20160428_173550.csv";2;1650;64;"1";"Neg";"ratings_Grp3"
"15501";"B4";"869599__20160428_173550.csv";8;1991;64;"1";"Pos";"ratings_Grp3"
"15502";"M8";"869599__20160428_173550.csv";3;1091;64;"1";"Neg";"ratings_Grp3"
"15503";"B2";"869599__20160428_173550.csv";9;1329;64;"1";"Pos";"ratings_Grp3"
"15504";"M4";"869599__20160428_173550.csv";2;1148;64;"1";"Neg";"ratings_Grp3"
"15554";"B6";"869599__20160428_174611.csv";2;8274;75;"1";"Pos";"ratings_Grp3"
"15555";"M2";"869599__20160428_174611.csv";3;4944;75;"1";"Neg";"ratings_Grp3"
"15556";"M1";"869599__20160428_174611.csv";3;3216;75;"1";"Neg";"ratings_Grp3"
"15557";"B2";"869599__20160428_174611.csv";3;3680;75;"1";"Pos";"ratings_Grp3"
"15558";"B4";"869599__20160428_174611.csv";3;1728;75;"1";"Pos";"ratings_Grp3"
"15559";"M8";"869599__20160428_174611.csv";2;1480;75;"1";"Neg";"ratings_Grp3"
"15560";"M5";"869599__20160428_174611.csv";3;2496;75;"1";"Neg";"ratings_Grp3"
"15561";"M7";"869599__20160428_174611.csv";1;1400;75;"1";"Neg";"ratings_Grp3"
"15562";"B7";"869599__20160428_174611.csv";2;1696;75;"1";"Pos";"ratings_Grp3"
"15563";"B8";"869599__20160428_174611.csv";3;1280;75;"1";"Pos";"ratings_Grp3"
"15564";"M6";"869599__20160428_174611.csv";1;2312;75;"1";"Neg";"ratings_Grp3"
"15565";"B3";"869599__20160428_174611.csv";3;1496;75;"1";"Pos";"ratings_Grp3"
"15566";"B5";"869599__20160428_174611.csv";4;2007;75;"1";"Pos";"ratings_Grp3"
"15567";"M4";"869599__20160428_174611.csv";3;1576;75;"1";"Neg";"ratings_Grp3"
"15568";"B1";"869599__20160428_174611.csv";1;1383;75;"1";"Pos";"ratings_Grp3"
"15569";"M3";"869599__20160428_174611.csv";1;1572;75;"1";"Neg";"ratings_Grp3"
"15619";"M4";"869599__20160428_174800.csv";6;15650;80;"1";"Neg";"ratings_Grp3"
"15620";"M5";"869599__20160428_174800.csv";4;3785;80;"1";"Neg";"ratings_Grp3"
"15621";"M1";"869599__20160428_174800.csv";7;1622;80;"1";"Neg";"ratings_Grp3"
"15622";"B6";"869599__20160428_174800.csv";8;10402;80;"1";"Pos";"ratings_Grp3"
"15623";"B8";"869599__20160428_174800.csv";8;1711;80;"1";"Pos";"ratings_Grp3"
"15624";"B2";"869599__20160428_174800.csv";9;1260;80;"1";"Pos";"ratings_Grp3"
"15625";"M8";"869599__20160428_174800.csv";4;2013;80;"1";"Neg";"ratings_Grp3"
"15626";"M3";"869599__20160428_174800.csv";3;1687;80;"1";"Neg";"ratings_Grp3"
"15627";"B4";"869599__20160428_174800.csv";7;1828;80;"1";"Pos";"ratings_Grp3"
"15628";"M6";"869599__20160428_174800.csv";4;1615;80;"1";"Neg";"ratings_Grp3"
"15629";"B7";"869599__20160428_174800.csv";7;1558;80;"1";"Pos";"ratings_Grp3"
"15630";"M7";"869599__20160428_174800.csv";4;1477;80;"1";"Neg";"ratings_Grp3"
"15631";"B1";"869599__20160428_174800.csv";8;1501;80;"1";"Pos";"ratings_Grp3"
"15632";"B5";"869599__20160428_174800.csv";9;2022;80;"1";"Pos";"ratings_Grp3"
"15633";"M2";"869599__20160428_174800.csv";3;2711;80;"1";"Neg";"ratings_Grp3"
"15634";"B3";"869599__20160428_174800.csv";7;1252;80;"1";"Pos";"ratings_Grp3"
"15684";"B5";"869599__20160428_180029.csv";1;15409;85;"1";"Pos";"ratings_Grp3"
"15685";"M4";"869599__20160428_180029.csv";2;1051;85;"1";"Neg";"ratings_Grp3"
"15686";"M3";"869599__20160428_180029.csv";4;938;85;"1";"Neg";"ratings_Grp3"
"15687";"M7";"869599__20160428_180029.csv";5;1561;85;"1";"Neg";"ratings_Grp3"
"15688";"M2";"869599__20160428_180029.csv";2;2316;85;"1";"Neg";"ratings_Grp3"
"15689";"B8";"869599__20160428_180029.csv";5;1290;85;"1";"Pos";"ratings_Grp3"
"15690";"M1";"869599__20160428_180029.csv";4;585;85;"1";"Neg";"ratings_Grp3"
"15691";"B3";"869599__20160428_180029.csv";2;773;85;"1";"Pos";"ratings_Grp3"
"15692";"B1";"869599__20160428_180029.csv";4;873;85;"1";"Pos";"ratings_Grp3"
"15693";"B2";"869599__20160428_180029.csv";8;510;85;"1";"Pos";"ratings_Grp3"
"15694";"M5";"869599__20160428_180029.csv";5;629;85;"1";"Neg";"ratings_Grp3"
"15695";"B6";"869599__20160428_180029.csv";2;548;85;"1";"Pos";"ratings_Grp3"
"15696";"M8";"869599__20160428_180029.csv";1;442;85;"1";"Neg";"ratings_Grp3"
"15697";"B4";"869599__20160428_180029.csv";4;428;85;"1";"Pos";"ratings_Grp3"
"15698";"B7";"869599__20160428_180029.csv";5;627;85;"1";"Pos";"ratings_Grp3"
"15699";"M6";"869599__20160428_180029.csv";2;292;85;"1";"Neg";"ratings_Grp3"
"15749";"B8";"869599__20160428_180502.csv";4;3747;60;"1";"Pos";"ratings_Grp3"
"15750";"M3";"869599__20160428_180502.csv";2;1432;60;"1";"Neg";"ratings_Grp3"
"15751";"M8";"869599__20160428_180502.csv";3;1065;60;"1";"Neg";"ratings_Grp3"
"15752";"M7";"869599__20160428_180502.csv";3;1033;60;"1";"Neg";"ratings_Grp3"
"15753";"B4";"869599__20160428_180502.csv";6;1331;60;"1";"Pos";"ratings_Grp3"
"15754";"B7";"869599__20160428_180502.csv";7;910;60;"1";"Pos";"ratings_Grp3"
"15755";"B1";"869599__20160428_180502.csv";7;921;60;"1";"Pos";"ratings_Grp3"
"15756";"B2";"869599__20160428_180502.csv";6;1120;60;"1";"Pos";"ratings_Grp3"
"15757";"B6";"869599__20160428_180502.csv";8;1726;60;"1";"Pos";"ratings_Grp3"
"15758";"M6";"869599__20160428_180502.csv";3;1262;60;"1";"Neg";"ratings_Grp3"
"15759";"M2";"869599__20160428_180502.csv";4;1042;60;"1";"Neg";"ratings_Grp3"
"15760";"M5";"869599__20160428_180502.csv";3;512;60;"1";"Neg";"ratings_Grp3"
"15761";"M1";"869599__20160428_180502.csv";2;1666;60;"1";"Neg";"ratings_Grp3"
"15762";"B3";"869599__20160428_180502.csv";6;1152;60;"1";"Pos";"ratings_Grp3"
"15763";"M4";"869599__20160428_180502.csv";3;1486;60;"1";"Neg";"ratings_Grp3"
"15764";"B5";"869599__20160428_180502.csv";8;1331;60;"1";"Pos";"ratings_Grp3"
"15814";"M6";"869599__20160428_182522.csv";6;6301;76;"1";"Neg";"ratings_Grp3"
"15815";"M4";"869599__20160428_182522.csv";6;3627;76;"1";"Neg";"ratings_Grp3"
"15816";"B6";"869599__20160428_182522.csv";6;5165;76;"1";"Pos";"ratings_Grp3"
"15817";"M7";"869599__20160428_182522.csv";6;12408;76;"1";"Neg";"ratings_Grp3"
"15818";"M3";"869599__20160428_182522.csv";6;2064;76;"1";"Neg";"ratings_Grp3"
"15819";"B5";"869599__20160428_182522.csv";6;3843;76;"1";"Pos";"ratings_Grp3"
"15820";"M8";"869599__20160428_182522.csv";6;9179;76;"1";"Neg";"ratings_Grp3"
"15821";"B1";"869599__20160428_182522.csv";6;5709;76;"1";"Pos";"ratings_Grp3"
"15822";"B8";"869599__20160428_182522.csv";6;3109;76;"1";"Pos";"ratings_Grp3"
"15823";"M5";"869599__20160428_182522.csv";6;3181;76;"1";"Neg";"ratings_Grp3"
"15824";"B2";"869599__20160428_182522.csv";6;7267;76;"1";"Pos";"ratings_Grp3"
"15825";"B4";"869599__20160428_182522.csv";6;1369;76;"1";"Pos";"ratings_Grp3"
"15826";"M1";"869599__20160428_182522.csv";6;4676;76;"1";"Neg";"ratings_Grp3"
"15827";"B3";"869599__20160428_182522.csv";6;4232;76;"1";"Pos";"ratings_Grp3"
"15828";"B7";"869599__20160428_182522.csv";6;1644;76;"1";"Pos";"ratings_Grp3"
"15829";"M2";"869599__20160428_182522.csv";6;3681;76;"1";"Neg";"ratings_Grp3"
"15879";"M5";"869599__20160428_183049.csv";3;22822;58;"1";"Neg";"ratings_Grp3"
"15880";"B3";"869599__20160428_183049.csv";8;15466;58;"1";"Pos";"ratings_Grp3"
"15881";"B7";"869599__20160428_183049.csv";8;2094;58;"1";"Pos";"ratings_Grp3"
"15882";"M8";"869599__20160428_183049.csv";1;5977;58;"1";"Neg";"ratings_Grp3"
"15883";"B8";"869599__20160428_183049.csv";8;3183;58;"1";"Pos";"ratings_Grp3"
"15884";"B2";"869599__20160428_183049.csv";9;2793;58;"1";"Pos";"ratings_Grp3"
"15885";"B5";"869599__20160428_183049.csv";9;1817;58;"1";"Pos";"ratings_Grp3"
"15886";"M6";"869599__20160428_183049.csv";2;4845;58;"1";"Neg";"ratings_Grp3"
"15887";"M4";"869599__20160428_183049.csv";1;1213;58;"1";"Neg";"ratings_Grp3"
"15888";"M3";"869599__20160428_183049.csv";2;2201;58;"1";"Neg";"ratings_Grp3"
"15889";"M1";"869599__20160428_183049.csv";2;1319;58;"1";"Neg";"ratings_Grp3"
"15890";"B4";"869599__20160428_183049.csv";8;2879;58;"1";"Pos";"ratings_Grp3"
"15891";"M2";"869599__20160428_183049.csv";2;3068;58;"1";"Neg";"ratings_Grp3"
"15892";"M7";"869599__20160428_183049.csv";1;818;58;"1";"Neg";"ratings_Grp3"
"15893";"B1";"869599__20160428_183049.csv";9;4002;58;"1";"Pos";"ratings_Grp3"
"15894";"B6";"869599__20160428_183049.csv";5;9468;58;"1";"Pos";"ratings_Grp3"
"15944";"M4";"869599__20160428_183228.csv";3;8123;55;"1";"Neg";"ratings_Grp3"
"15945";"B7";"869599__20160428_183228.csv";4;4993;55;"1";"Pos";"ratings_Grp3"
"15946";"B2";"869599__20160428_183228.csv";2;1434;55;"1";"Pos";"ratings_Grp3"
"15947";"B8";"869599__20160428_183228.csv";5;2991;55;"1";"Pos";"ratings_Grp3"
"15948";"M3";"869599__20160428_183228.csv";4;2791;55;"1";"Neg";"ratings_Grp3"
"15949";"M7";"869599__20160428_183228.csv";2;1458;55;"1";"Neg";"ratings_Grp3"
"15950";"M8";"869599__20160428_183228.csv";2;1757;55;"1";"Neg";"ratings_Grp3"
"15951";"B5";"869599__20160428_183228.csv";6;1720;55;"1";"Pos";"ratings_Grp3"
"15952";"M6";"869599__20160428_183228.csv";6;2191;55;"1";"Neg";"ratings_Grp3"
"15953";"M1";"869599__20160428_183228.csv";7;2562;55;"1";"Neg";"ratings_Grp3"
"15954";"B1";"869599__20160428_183228.csv";1;2547;55;"1";"Pos";"ratings_Grp3"
"15955";"B3";"869599__20160428_183228.csv";4;1892;55;"1";"Pos";"ratings_Grp3"
"15956";"B6";"869599__20160428_183228.csv";6;2079;55;"1";"Pos";"ratings_Grp3"
"15957";"B4";"869599__20160428_183228.csv";3;1826;55;"1";"Pos";"ratings_Grp3"
"15958";"M2";"869599__20160428_183228.csv";3;3132;55;"1";"Neg";"ratings_Grp3"
"15959";"M5";"869599__20160428_183228.csv";5;3104;55;"1";"Neg";"ratings_Grp3"
"16009";"B6";"869599__20160428_183332.csv";4;30628;70;"1";"Pos";"ratings_Grp3"
"16010";"M5";"869599__20160428_183332.csv";3;4160;70;"1";"Neg";"ratings_Grp3"
"16011";"B7";"869599__20160428_183332.csv";8;4622;70;"1";"Pos";"ratings_Grp3"
"16012";"B2";"869599__20160428_183332.csv";8;2051;70;"1";"Pos";"ratings_Grp3"
"16013";"B3";"869599__20160428_183332.csv";9;2543;70;"1";"Pos";"ratings_Grp3"
"16014";"M4";"869599__20160428_183332.csv";3;2257;70;"1";"Neg";"ratings_Grp3"
"16015";"B8";"869599__20160428_183332.csv";8;1687;70;"1";"Pos";"ratings_Grp3"
"16016";"M3";"869599__20160428_183332.csv";2;5520;70;"1";"Neg";"ratings_Grp3"
"16017";"M8";"869599__20160428_183332.csv";3;1813;70;"1";"Neg";"ratings_Grp3"
"16018";"B1";"869599__20160428_183332.csv";9;4415;70;"1";"Pos";"ratings_Grp3"
"16019";"M6";"869599__20160428_183332.csv";1;2708;70;"1";"Neg";"ratings_Grp3"
"16020";"B5";"869599__20160428_183332.csv";8;2037;70;"1";"Pos";"ratings_Grp3"
"16021";"M2";"869599__20160428_183332.csv";2;4157;70;"1";"Neg";"ratings_Grp3"
"16022";"M1";"869599__20160428_183332.csv";2;4815;70;"1";"Neg";"ratings_Grp3"
"16023";"B4";"869599__20160428_183332.csv";7;4046;70;"1";"Pos";"ratings_Grp3"
"16024";"M7";"869599__20160428_183332.csv";2;2178;70;"1";"Neg";"ratings_Grp3"
"16074";"M3";"869599__20160428_183347.csv";2;11004;72;"1";"Neg";"ratings_Grp3"
"16075";"B1";"869599__20160428_183347.csv";7;6452;72;"1";"Pos";"ratings_Grp3"
"16076";"M2";"869599__20160428_183347.csv";6;3889;72;"1";"Neg";"ratings_Grp3"
"16077";"M1";"869599__20160428_183347.csv";6;1498;72;"1";"Neg";"ratings_Grp3"
"16078";"M7";"869599__20160428_183347.csv";6;4756;72;"1";"Neg";"ratings_Grp3"
"16079";"B8";"869599__20160428_183347.csv";2;2498;72;"1";"Pos";"ratings_Grp3"
"16080";"B2";"869599__20160428_183347.csv";8;3529;72;"1";"Pos";"ratings_Grp3"
"16081";"B4";"869599__20160428_183347.csv";8;949;72;"1";"Pos";"ratings_Grp3"
"16082";"M5";"869599__20160428_183347.csv";6;2734;72;"1";"Neg";"ratings_Grp3"
"16083";"B5";"869599__20160428_183347.csv";8;1634;72;"1";"Pos";"ratings_Grp3"
"16084";"B6";"869599__20160428_183347.csv";6;2668;72;"1";"Pos";"ratings_Grp3"
"16085";"M6";"869599__20160428_183347.csv";2;3585;72;"1";"Neg";"ratings_Grp3"
"16086";"M8";"869599__20160428_183347.csv";2;3238;72;"1";"Neg";"ratings_Grp3"
"16087";"B3";"869599__20160428_183347.csv";8;1813;72;"1";"Pos";"ratings_Grp3"
"16088";"B7";"869599__20160428_183347.csv";8;1170;72;"1";"Pos";"ratings_Grp3"
"16089";"M4";"869599__20160428_183347.csv";2;1282;72;"1";"Neg";"ratings_Grp3"
"16139";"B3";"869599__20160428_185016.csv";9;56273;100;"1";"Pos";"ratings_Grp3"
"16140";"B4";"869599__20160428_185016.csv";9;4802;100;"1";"Pos";"ratings_Grp3"
"16141";"B8";"869599__20160428_185016.csv";9;2563;100;"1";"Pos";"ratings_Grp3"
"16142";"M8";"869599__20160428_185016.csv";3;3936;100;"1";"Neg";"ratings_Grp3"
"16143";"M3";"869599__20160428_185016.csv";3;1611;100;"1";"Neg";"ratings_Grp3"
"16144";"B2";"869599__20160428_185016.csv";9;1309;100;"1";"Pos";"ratings_Grp3"
"16145";"M5";"869599__20160428_185016.csv";3;1064;100;"1";"Neg";"ratings_Grp3"
"16146";"B6";"869599__20160428_185016.csv";9;1229;100;"1";"Pos";"ratings_Grp3"
"16147";"M6";"869599__20160428_185016.csv";3;924;100;"1";"Neg";"ratings_Grp3"
"16148";"M4";"869599__20160428_185016.csv";9;2840;100;"1";"Neg";"ratings_Grp3"
"16149";"B1";"869599__20160428_185016.csv";9;1170;100;"1";"Pos";"ratings_Grp3"
"16150";"B5";"869599__20160428_185016.csv";9;1001;100;"1";"Pos";"ratings_Grp3"
"16151";"M7";"869599__20160428_185016.csv";3;1070;100;"1";"Neg";"ratings_Grp3"
"16152";"M2";"869599__20160428_185016.csv";9;1249;100;"1";"Neg";"ratings_Grp3"
"16153";"M1";"869599__20160428_185016.csv";2;1365;100;"1";"Neg";"ratings_Grp3"
"16154";"B7";"869599__20160428_185016.csv";9;1087;100;"1";"Pos";"ratings_Grp3"
"16204";"B6";"869599__20160428_185622.csv";3;10744;63;"1";"Pos";"ratings_Grp3"
"16205";"B5";"869599__20160428_185622.csv";6;4834;63;"1";"Pos";"ratings_Grp3"
"16206";"M5";"869599__20160428_185622.csv";2;2451;63;"1";"Neg";"ratings_Grp3"
"16207";"M8";"869599__20160428_185622.csv";2;3284;63;"1";"Neg";"ratings_Grp3"
"16208";"M7";"869599__20160428_185622.csv";3;3279;63;"1";"Neg";"ratings_Grp3"
"16209";"M6";"869599__20160428_185622.csv";3;2080;63;"1";"Neg";"ratings_Grp3"
"16210";"M4";"869599__20160428_185622.csv";2;1518;63;"1";"Neg";"ratings_Grp3"
