"";"stim1";"ppt";"responses";"RTs";"RWAsc";"bloc";"valence";"condition1"
"23096";"M5";"906104__20160428_202139.csv";7;2015;73;"1";"Pos";"ratings_Grp4"
"23097";"B7";"906104__20160428_202139.csv";3;2013;73;"1";"Neg";"ratings_Grp4"
"23098";"M1";"906104__20160428_202139.csv";7;1271;73;"1";"Pos";"ratings_Grp4"
"23099";"B2";"906104__20160428_202139.csv";3;1399;73;"1";"Neg";"ratings_Grp4"
"23100";"B3";"906104__20160428_202139.csv";4;4805;73;"1";"Neg";"ratings_Grp4"
"23101";"M2";"906104__20160428_202139.csv";8;1463;73;"1";"Pos";"ratings_Grp4"
"23102";"B6";"906104__20160428_202139.csv";3;1008;73;"1";"Neg";"ratings_Grp4"
"23103";"M8";"906104__20160428_202139.csv";2;4146;73;"1";"Pos";"ratings_Grp4"
"23104";"M7";"906104__20160428_202139.csv";5;3119;73;"1";"Pos";"ratings_Grp4"
"23105";"B4";"906104__20160428_202139.csv";2;3101;73;"1";"Neg";"ratings_Grp4"
"23106";"B5";"906104__20160428_202139.csv";4;2154;73;"1";"Neg";"ratings_Grp4"
"23107";"M4";"906104__20160428_202139.csv";7;1832;73;"1";"Pos";"ratings_Grp4"
"23108";"M6";"906104__20160428_202139.csv";6;1008;73;"1";"Pos";"ratings_Grp4"
"23109";"M3";"906104__20160428_202139.csv";6;1080;73;"1";"Pos";"ratings_Grp4"
"23159";"B4";"906104__20160428_202857.csv";3;3229;73;"1";"Neg";"ratings_Grp4"
"23160";"M3";"906104__20160428_202857.csv";3;2594;73;"1";"Pos";"ratings_Grp4"
"23161";"M5";"906104__20160428_202857.csv";3;952;73;"1";"Pos";"ratings_Grp4"
"23162";"M6";"906104__20160428_202857.csv";3;458;73;"1";"Pos";"ratings_Grp4"
"23163";"M4";"906104__20160428_202857.csv";3;2644;73;"1";"Pos";"ratings_Grp4"
"23164";"M7";"906104__20160428_202857.csv";3;311;73;"1";"Pos";"ratings_Grp4"
"23165";"B6";"906104__20160428_202857.csv";3;265;73;"1";"Neg";"ratings_Grp4"
"23166";"B3";"906104__20160428_202857.csv";3;237;73;"1";"Neg";"ratings_Grp4"
"23167";"B7";"906104__20160428_202857.csv";3;478;73;"1";"Neg";"ratings_Grp4"
"23168";"B2";"906104__20160428_202857.csv";3;218;73;"1";"Neg";"ratings_Grp4"
"23169";"B8";"906104__20160428_202857.csv";3;176;73;"1";"Neg";"ratings_Grp4"
"23170";"B1";"906104__20160428_202857.csv";3;160;73;"1";"Neg";"ratings_Grp4"
"23171";"M1";"906104__20160428_202857.csv";3;428;73;"1";"Pos";"ratings_Grp4"
"23172";"M8";"906104__20160428_202857.csv";4;701;73;"1";"Pos";"ratings_Grp4"
"23173";"B5";"906104__20160428_202857.csv";3;555;73;"1";"Neg";"ratings_Grp4"
"23174";"M2";"906104__20160428_202857.csv";3;347;73;"1";"Pos";"ratings_Grp4"
"23224";"M2";"906104__20160428_203520.csv";3;2107;73;"1";"Pos";"ratings_Grp4"
"23225";"M5";"906104__20160428_203520.csv";3;432;73;"1";"Pos";"ratings_Grp4"
"23226";"M1";"906104__20160428_203520.csv";3;272;73;"1";"Pos";"ratings_Grp4"
"23227";"B3";"906104__20160428_203520.csv";3;189;73;"1";"Neg";"ratings_Grp4"
"23228";"M8";"906104__20160428_203520.csv";3;155;73;"1";"Pos";"ratings_Grp4"
"23229";"B1";"906104__20160428_203520.csv";3;137;73;"1";"Neg";"ratings_Grp4"
"23230";"M4";"906104__20160428_203520.csv";3;394;73;"1";"Pos";"ratings_Grp4"
"23231";"B5";"906104__20160428_203520.csv";3;274;73;"1";"Neg";"ratings_Grp4"
"23232";"B2";"906104__20160428_203520.csv";3;197;73;"1";"Neg";"ratings_Grp4"
"23233";"M3";"906104__20160428_203520.csv";3;187;73;"1";"Pos";"ratings_Grp4"
"23234";"M6";"906104__20160428_203520.csv";3;160;73;"1";"Pos";"ratings_Grp4"
"23235";"B6";"906104__20160428_203520.csv";3;169;73;"1";"Neg";"ratings_Grp4"
"23236";"M7";"906104__20160428_203520.csv";3;129;73;"1";"Pos";"ratings_Grp4"
"23237";"B4";"906104__20160428_203520.csv";3;174;73;"1";"Neg";"ratings_Grp4"
"23238";"B8";"906104__20160428_203520.csv";3;170;73;"1";"Neg";"ratings_Grp4"
"23239";"B7";"906104__20160428_203520.csv";3;167;73;"1";"Neg";"ratings_Grp4"
"23289";"M5";"906104__20160428_204159.csv";8;7427;64;"1";"Pos";"ratings_Grp4"
"23290";"M7";"906104__20160428_204159.csv";8;1925;64;"1";"Pos";"ratings_Grp4"
"23291";"M2";"906104__20160428_204159.csv";8;1002;64;"1";"Pos";"ratings_Grp4"
"23292";"B6";"906104__20160428_204159.csv";4;5310;64;"1";"Neg";"ratings_Grp4"
"23293";"M1";"906104__20160428_204159.csv";7;1662;64;"1";"Pos";"ratings_Grp4"
"23294";"B2";"906104__20160428_204159.csv";3;2300;64;"1";"Neg";"ratings_Grp4"
"23295";"B3";"906104__20160428_204159.csv";3;1588;64;"1";"Neg";"ratings_Grp4"
"23296";"B5";"906104__20160428_204159.csv";3;1704;64;"1";"Neg";"ratings_Grp4"
"23297";"M6";"906104__20160428_204159.csv";7;1570;64;"1";"Pos";"ratings_Grp4"
"23298";"M8";"906104__20160428_204159.csv";8;1263;64;"1";"Pos";"ratings_Grp4"
"23299";"M4";"906104__20160428_204159.csv";8;1663;64;"1";"Pos";"ratings_Grp4"
"23300";"B8";"906104__20160428_204159.csv";4;1586;64;"1";"Neg";"ratings_Grp4"
"23301";"B7";"906104__20160428_204159.csv";3;1320;64;"1";"Neg";"ratings_Grp4"
"23302";"B1";"906104__20160428_204159.csv";3;1730;64;"1";"Neg";"ratings_Grp4"
"23303";"M3";"906104__20160428_204159.csv";7;1616;64;"1";"Pos";"ratings_Grp4"
"23304";"B4";"906104__20160428_204159.csv";3;1595;64;"1";"Neg";"ratings_Grp4"
"23354";"M5";"906104__20160428_204956.csv";5;2768;71;"1";"Pos";"ratings_Grp4"
"23355";"M8";"906104__20160428_204956.csv";7;1049;71;"1";"Pos";"ratings_Grp4"
"23356";"B7";"906104__20160428_204956.csv";3;345;71;"1";"Neg";"ratings_Grp4"
"23357";"B3";"906104__20160428_204956.csv";3;487;71;"1";"Neg";"ratings_Grp4"
"23358";"M4";"906104__20160428_204956.csv";8;649;71;"1";"Pos";"ratings_Grp4"
"23359";"B5";"906104__20160428_204956.csv";6;442;71;"1";"Neg";"ratings_Grp4"
"23360";"M6";"906104__20160428_204956.csv";3;430;71;"1";"Pos";"ratings_Grp4"
"23361";"B4";"906104__20160428_204956.csv";5;281;71;"1";"Neg";"ratings_Grp4"
"23362";"M3";"906104__20160428_204956.csv";8;329;71;"1";"Pos";"ratings_Grp4"
"23363";"B1";"906104__20160428_204956.csv";6;474;71;"1";"Neg";"ratings_Grp4"
"23364";"B8";"906104__20160428_204956.csv";3;337;71;"1";"Neg";"ratings_Grp4"
"23365";"B2";"906104__20160428_204956.csv";5;265;71;"1";"Neg";"ratings_Grp4"
"23366";"M1";"906104__20160428_204956.csv";6;256;71;"1";"Pos";"ratings_Grp4"
"23367";"B6";"906104__20160428_204956.csv";8;373;71;"1";"Neg";"ratings_Grp4"
"23368";"M2";"906104__20160428_204956.csv";3;335;71;"1";"Pos";"ratings_Grp4"
"23369";"M7";"906104__20160428_204956.csv";2;505;71;"1";"Pos";"ratings_Grp4"
"23419";"B8";"906104__20160428_205354.csv";5;533;76;"1";"Neg";"ratings_Grp4"
"23420";"M6";"906104__20160428_205354.csv";7;14;76;"1";"Pos";"ratings_Grp4"
"23421";"B5";"906104__20160428_205354.csv";3;124;76;"1";"Neg";"ratings_Grp4"
"23422";"B6";"906104__20160428_205354.csv";4;153;76;"1";"Neg";"ratings_Grp4"
"23423";"M7";"906104__20160428_205354.csv";6;39;76;"1";"Pos";"ratings_Grp4"
"23424";"M8";"906104__20160428_205354.csv";4;146;76;"1";"Pos";"ratings_Grp4"
"23425";"B4";"906104__20160428_205354.csv";5;129;76;"1";"Neg";"ratings_Grp4"
"23426";"M1";"906104__20160428_205354.csv";4;121;76;"1";"Pos";"ratings_Grp4"
"23427";"M3";"906104__20160428_205354.csv";5;73;76;"1";"Pos";"ratings_Grp4"
"23428";"M4";"906104__20160428_205354.csv";6;33;76;"1";"Pos";"ratings_Grp4"
"23429";"B7";"906104__20160428_205354.csv";4;120;76;"1";"Neg";"ratings_Grp4"
"23430";"B1";"906104__20160428_205354.csv";7;98;76;"1";"Neg";"ratings_Grp4"
"23431";"B2";"906104__20160428_205354.csv";3;62;76;"1";"Neg";"ratings_Grp4"
"23432";"B3";"906104__20160428_205354.csv";5;89;76;"1";"Neg";"ratings_Grp4"
"23433";"M2";"906104__20160428_205354.csv";6;33;76;"1";"Pos";"ratings_Grp4"
"23434";"M5";"906104__20160428_205354.csv";7;169;76;"1";"Pos";"ratings_Grp4"
"23484";"M1";"906104__20160428_210557.csv";1;35956;77;"1";"Pos";"ratings_Grp4"
"23485";"B5";"906104__20160428_210557.csv";5;3032;77;"1";"Neg";"ratings_Grp4"
"23486";"B8";"906104__20160428_210557.csv";5;478;77;"1";"Neg";"ratings_Grp4"
"23487";"B1";"906104__20160428_210557.csv";5;336;77;"1";"Neg";"ratings_Grp4"
"23488";"B4";"906104__20160428_210557.csv";5;232;77;"1";"Neg";"ratings_Grp4"
"23489";"B3";"906104__20160428_210557.csv";5;204;77;"1";"Neg";"ratings_Grp4"
"23490";"M8";"906104__20160428_210557.csv";5;160;77;"1";"Pos";"ratings_Grp4"
"23491";"B2";"906104__20160428_210557.csv";5;169;77;"1";"Neg";"ratings_Grp4"
"23492";"M7";"906104__20160428_210557.csv";5;143;77;"1";"Pos";"ratings_Grp4"
"23493";"M3";"906104__20160428_210557.csv";5;156;77;"1";"Pos";"ratings_Grp4"
"23494";"M4";"906104__20160428_210557.csv";5;197;77;"1";"Pos";"ratings_Grp4"
"23495";"B7";"906104__20160428_210557.csv";5;242;77;"1";"Neg";"ratings_Grp4"
"23496";"M2";"906104__20160428_210557.csv";5;188;77;"1";"Pos";"ratings_Grp4"
"23497";"M5";"906104__20160428_210557.csv";5;172;77;"1";"Pos";"ratings_Grp4"
"23498";"M6";"906104__20160428_210557.csv";5;190;77;"1";"Pos";"ratings_Grp4"
"23499";"B6";"906104__20160428_210557.csv";5;208;77;"1";"Neg";"ratings_Grp4"
"23549";"M8";"906104__20160428_211309.csv";8;7006;75;"1";"Pos";"ratings_Grp4"
"23550";"B8";"906104__20160428_211309.csv";8;3748;75;"1";"Neg";"ratings_Grp4"
"23551";"B2";"906104__20160428_211309.csv";3;744;75;"1";"Neg";"ratings_Grp4"
"23552";"B1";"906104__20160428_211309.csv";8;676;75;"1";"Neg";"ratings_Grp4"
"23553";"M2";"906104__20160428_211309.csv";5;1093;75;"1";"Pos";"ratings_Grp4"
"23554";"B3";"906104__20160428_211309.csv";8;496;75;"1";"Neg";"ratings_Grp4"
"23555";"M3";"906104__20160428_211309.csv";8;994;75;"1";"Pos";"ratings_Grp4"
"23556";"M5";"906104__20160428_211309.csv";8;823;75;"1";"Pos";"ratings_Grp4"
"23557";"B4";"906104__20160428_211309.csv";3;1092;75;"1";"Neg";"ratings_Grp4"
"23558";"B6";"906104__20160428_211309.csv";7;827;75;"1";"Neg";"ratings_Grp4"
"23559";"B5";"906104__20160428_211309.csv";4;909;75;"1";"Neg";"ratings_Grp4"
"23560";"B7";"906104__20160428_211309.csv";5;1073;75;"1";"Neg";"ratings_Grp4"
"23561";"M6";"906104__20160428_211309.csv";8;1070;75;"1";"Pos";"ratings_Grp4"
"23562";"M1";"906104__20160428_211309.csv";7;1322;75;"1";"Pos";"ratings_Grp4"
"23563";"M4";"906104__20160428_211309.csv";8;815;75;"1";"Pos";"ratings_Grp4"
"23564";"M7";"906104__20160428_211309.csv";8;1507;75;"1";"Pos";"ratings_Grp4"
"23614";"B5";"906104__20160428_211627.csv";5;8802;60;"1";"Neg";"ratings_Grp4"
"23615";"M5";"906104__20160428_211627.csv";6;1074;60;"1";"Pos";"ratings_Grp4"
"23616";"M3";"906104__20160428_211627.csv";5;752;60;"1";"Pos";"ratings_Grp4"
"23617";"M4";"906104__20160428_211627.csv";5;951;60;"1";"Pos";"ratings_Grp4"
"23618";"M1";"906104__20160428_211627.csv";7;747;60;"1";"Pos";"ratings_Grp4"
"23619";"B2";"906104__20160428_211627.csv";6;699;60;"1";"Neg";"ratings_Grp4"
"23620";"B8";"906104__20160428_211627.csv";5;755;60;"1";"Neg";"ratings_Grp4"
"23621";"B4";"906104__20160428_211627.csv";7;792;60;"1";"Neg";"ratings_Grp4"
"23622";"M2";"906104__20160428_211627.csv";7;1179;60;"1";"Pos";"ratings_Grp4"
"23623";"M8";"906104__20160428_211627.csv";8;811;60;"1";"Pos";"ratings_Grp4"
"23624";"B7";"906104__20160428_211627.csv";7;572;60;"1";"Neg";"ratings_Grp4"
"23625";"M6";"906104__20160428_211627.csv";6;804;60;"1";"Pos";"ratings_Grp4"
"23626";"B1";"906104__20160428_211627.csv";6;644;60;"1";"Neg";"ratings_Grp4"
"23627";"B6";"906104__20160428_211627.csv";5;759;60;"1";"Neg";"ratings_Grp4"
"23628";"B3";"906104__20160428_211627.csv";7;756;60;"1";"Neg";"ratings_Grp4"
"23629";"M7";"906104__20160428_211627.csv";5;644;60;"1";"Pos";"ratings_Grp4"
"23679";"M5";"906104__20160428_212020.csv";1;2449;74;"1";"Pos";"ratings_Grp4"
"23680";"M3";"906104__20160428_212020.csv";9;7368;74;"1";"Pos";"ratings_Grp4"
"23681";"M6";"906104__20160428_212020.csv";9;2237;74;"1";"Pos";"ratings_Grp4"
"23682";"B2";"906104__20160428_212020.csv";1;1297;74;"1";"Neg";"ratings_Grp4"
"23683";"M1";"906104__20160428_212020.csv";9;795;74;"1";"Pos";"ratings_Grp4"
"23684";"M8";"906104__20160428_212020.csv";1;1039;74;"1";"Pos";"ratings_Grp4"
"23685";"B6";"906104__20160428_212020.csv";9;1072;74;"1";"Neg";"ratings_Grp4"
"23686";"B1";"906104__20160428_212020.csv";1;8376;74;"1";"Neg";"ratings_Grp4"
"23687";"M2";"906104__20160428_212020.csv";9;1829;74;"1";"Pos";"ratings_Grp4"
"23688";"B4";"906104__20160428_212020.csv";1;799;74;"1";"Neg";"ratings_Grp4"
"23689";"M4";"906104__20160428_212020.csv";9;611;74;"1";"Pos";"ratings_Grp4"
"23690";"B3";"906104__20160428_212020.csv";1;703;74;"1";"Neg";"ratings_Grp4"
"23691";"B5";"906104__20160428_212020.csv";1;891;74;"1";"Neg";"ratings_Grp4"
"23692";"B7";"906104__20160428_212020.csv";1;472;74;"1";"Neg";"ratings_Grp4"
"23693";"B8";"906104__20160428_212020.csv";1;439;74;"1";"Neg";"ratings_Grp4"
"23694";"M7";"906104__20160428_212020.csv";9;543;74;"1";"Pos";"ratings_Grp4"
"23744";"M7";"906104__20160428_212448.csv";6;10222;87;"1";"Pos";"ratings_Grp4"
"23745";"M6";"906104__20160428_212448.csv";6;2484;87;"1";"Pos";"ratings_Grp4"
"23746";"B1";"906104__20160428_212448.csv";6;1983;87;"1";"Neg";"ratings_Grp4"
"23747";"B7";"906104__20160428_212448.csv";6;1713;87;"1";"Neg";"ratings_Grp4"
"23748";"M4";"906104__20160428_212448.csv";6;1522;87;"1";"Pos";"ratings_Grp4"
"23749";"B8";"906104__20160428_212448.csv";5;1141;87;"1";"Neg";"ratings_Grp4"
"23750";"B3";"906104__20160428_212448.csv";6;938;87;"1";"Neg";"ratings_Grp4"
"23751";"B4";"906104__20160428_212448.csv";5;711;87;"1";"Neg";"ratings_Grp4"
"23752";"M2";"906104__20160428_212448.csv";4;1227;87;"1";"Pos";"ratings_Grp4"
"23753";"B2";"906104__20160428_212448.csv";5;790;87;"1";"Neg";"ratings_Grp4"
"23754";"B5";"906104__20160428_212448.csv";6;804;87;"1";"Neg";"ratings_Grp4"
"23755";"M8";"906104__20160428_212448.csv";5;745;87;"1";"Pos";"ratings_Grp4"
"23756";"M1";"906104__20160428_212448.csv";4;749;87;"1";"Pos";"ratings_Grp4"
"23757";"M3";"906104__20160428_212448.csv";5;652;87;"1";"Pos";"ratings_Grp4"
"23758";"M5";"906104__20160428_212448.csv";6;746;87;"1";"Pos";"ratings_Grp4"
"23759";"B6";"906104__20160428_212448.csv";5;649;87;"1";"Neg";"ratings_Grp4"
"23809";"B7";"906104__20160428_220318.csv";9;11421;75;"1";"Neg";"ratings_Grp4"
"23810";"M2";"906104__20160428_220318.csv";1;2158;75;"1";"Pos";"ratings_Grp4"
"23811";"M3";"906104__20160428_220318.csv";2;1839;75;"1";"Pos";"ratings_Grp4"
"23812";"B3";"906104__20160428_220318.csv";8;2274;75;"1";"Neg";"ratings_Grp4"
"23813";"M5";"906104__20160428_220318.csv";2;1496;75;"1";"Pos";"ratings_Grp4"
"23814";"M7";"906104__20160428_220318.csv";1;2018;75;"1";"Pos";"ratings_Grp4"
"23815";"B5";"906104__20160428_220318.csv";8;2145;75;"1";"Neg";"ratings_Grp4"
"23816";"M4";"906104__20160428_220318.csv";1;2358;75;"1";"Pos";"ratings_Grp4"
"23817";"B2";"906104__20160428_220318.csv";9;1157;75;"1";"Neg";"ratings_Grp4"
"23818";"B4";"906104__20160428_220318.csv";9;1277;75;"1";"Neg";"ratings_Grp4"
"23819";"B1";"906104__20160428_220318.csv";8;1169;75;"1";"Neg";"ratings_Grp4"
"23820";"B6";"906104__20160428_220318.csv";7;1547;75;"1";"Neg";"ratings_Grp4"
"23821";"M6";"906104__20160428_220318.csv";1;2513;75;"1";"Pos";"ratings_Grp4"
"23822";"B8";"906104__20160428_220318.csv";7;2307;75;"1";"Neg";"ratings_Grp4"
"23823";"M8";"906104__20160428_220318.csv";2;1485;75;"1";"Pos";"ratings_Grp4"
"23824";"M1";"906104__20160428_220318.csv";3;2191;75;"1";"Pos";"ratings_Grp4"
"23874";"M1";"906104__20160428_223538.csv";9;7132;62;"1";"Pos";"ratings_Grp4"
"23875";"M8";"906104__20160428_223538.csv";9;1727;62;"1";"Pos";"ratings_Grp4"
"23876";"B5";"906104__20160428_223538.csv";1;1619;62;"1";"Neg";"ratings_Grp4"
"23877";"M3";"906104__20160428_223538.csv";9;1716;62;"1";"Pos";"ratings_Grp4"
"23878";"B4";"906104__20160428_223538.csv";1;1867;62;"1";"Neg";"ratings_Grp4"
"23879";"M6";"906104__20160428_223538.csv";9;1131;62;"1";"Pos";"ratings_Grp4"
"23880";"B2";"906104__20160428_223538.csv";1;1594;62;"1";"Neg";"ratings_Grp4"
"23881";"M2";"906104__20160428_223538.csv";9;1331;62;"1";"Pos";"ratings_Grp4"
"23882";"M5";"906104__20160428_223538.csv";9;1050;62;"1";"Pos";"ratings_Grp4"
"23883";"B1";"906104__20160428_223538.csv";1;1779;62;"1";"Neg";"ratings_Grp4"
"23884";"B6";"906104__20160428_223538.csv";1;939;62;"1";"Neg";"ratings_Grp4"
"23885";"B3";"906104__20160428_223538.csv";1;1027;62;"1";"Neg";"ratings_Grp4"
"23886";"M7";"906104__20160428_223538.csv";9;1347;62;"1";"Pos";"ratings_Grp4"
"23887";"B8";"906104__20160428_223538.csv";1;1123;62;"1";"Neg";"ratings_Grp4"
"23888";"B7";"906104__20160428_223538.csv";1;1155;62;"1";"Neg";"ratings_Grp4"
"23889";"M4";"906104__20160428_223538.csv";9;819;62;"1";"Pos";"ratings_Grp4"
"23939";"M8";"906104__20160428_231416.csv";2;59858;82;"1";"Pos";"ratings_Grp4"
"23940";"M1";"906104__20160428_231416.csv";2;1668;82;"1";"Pos";"ratings_Grp4"
"23941";"M7";"906104__20160428_231416.csv";6;752;82;"1";"Pos";"ratings_Grp4"
"23942";"B1";"906104__20160428_231416.csv";5;983;82;"1";"Neg";"ratings_Grp4"
"23943";"M3";"906104__20160428_231416.csv";4;619;82;"1";"Pos";"ratings_Grp4"
"23944";"M2";"906104__20160428_231416.csv";5;283;82;"1";"Pos";"ratings_Grp4"
"23945";"B3";"906104__20160428_231416.csv";2;321;82;"1";"Neg";"ratings_Grp4"
"23946";"M5";"906104__20160428_231416.csv";3;252;82;"1";"Pos";"ratings_Grp4"
"23947";"B8";"906104__20160428_231416.csv";5;328;82;"1";"Neg";"ratings_Grp4"
"23948";"B7";"906104__20160428_231416.csv";6;311;82;"1";"Neg";"ratings_Grp4"
"23949";"B4";"906104__20160428_231416.csv";4;631;82;"1";"Neg";"ratings_Grp4"
"23950";"B2";"906104__20160428_231416.csv";4;224;82;"1";"Neg";"ratings_Grp4"
"23951";"M6";"906104__20160428_231416.csv";8;315;82;"1";"Pos";"ratings_Grp4"
"23952";"B5";"906104__20160428_231416.csv";5;326;82;"1";"Neg";"ratings_Grp4"
"23953";"M4";"906104__20160428_231416.csv";6;253;82;"1";"Pos";"ratings_Grp4"
"23954";"B6";"906104__20160428_231416.csv";2;313;82;"1";"Neg";"ratings_Grp4"
"24004";"B5";"906104__20160428_231814.csv";4;2007;68;"1";"Neg";"ratings_Grp4"
"24005";"M4";"906104__20160428_231814.csv";5;202;68;"1";"Pos";"ratings_Grp4"
"24006";"M1";"906104__20160428_231814.csv";5;250;68;"1";"Pos";"ratings_Grp4"
"24007";"M2";"906104__20160428_231814.csv";4;422;68;"1";"Pos";"ratings_Grp4"
"24008";"B8";"906104__20160428_231814.csv";2;226;68;"1";"Neg";"ratings_Grp4"
"24009";"B4";"906104__20160428_231814.csv";4;227;68;"1";"Neg";"ratings_Grp4"
"24010";"M6";"906104__20160428_231814.csv";6;141;68;"1";"Pos";"ratings_Grp4"
"24011";"M8";"906104__20160428_231814.csv";6;151;68;"1";"Pos";"ratings_Grp4"
"24012";"B7";"906104__20160428_231814.csv";8;54;68;"1";"Neg";"ratings_Grp4"
"24013";"M7";"906104__20160428_231814.csv";4;213;68;"1";"Pos";"ratings_Grp4"
"24014";"B3";"906104__20160428_231814.csv";6;124;68;"1";"Neg";"ratings_Grp4"
"24015";"M3";"906104__20160428_231814.csv";5;152;68;"1";"Pos";"ratings_Grp4"
"24016";"B2";"906104__20160428_231814.csv";4;170;68;"1";"Neg";"ratings_Grp4"
"24017";"B1";"906104__20160428_231814.csv";8;179;68;"1";"Neg";"ratings_Grp4"
"24018";"M5";"906104__20160428_231814.csv";9;341;68;"1";"Pos";"ratings_Grp4"
"24019";"B6";"906104__20160428_231814.csv";5;438;68;"1";"Neg";"ratings_Grp4"
"24069";"B7";"906104__20160428_234432.csv";1;9391;60;"1";"Neg";"ratings_Grp4"
"24070";"M3";"906104__20160428_234432.csv";9;7447;60;"1";"Pos";"ratings_Grp4"
"24071";"B6";"906104__20160428_234432.csv";9;952;60;"1";"Neg";"ratings_Grp4"
"24072";"B3";"906104__20160428_234432.csv";9;1741;60;"1";"Neg";"ratings_Grp4"
"24073";"M2";"906104__20160428_234432.csv";1;1045;60;"1";"Pos";"ratings_Grp4"
"24074";"M8";"906104__20160428_234432.csv";1;906;60;"1";"Pos";"ratings_Grp4"
"24075";"M6";"906104__20160428_234432.csv";9;5195;60;"1";"Pos";"ratings_Grp4"
"24076";"B2";"906104__20160428_234432.csv";1;1015;60;"1";"Neg";"ratings_Grp4"
"24077";"M4";"906104__20160428_234432.csv";9;2026;60;"1";"Pos";"ratings_Grp4"
"24078";"B4";"906104__20160428_234432.csv";1;981;60;"1";"Neg";"ratings_Grp4"
"24079";"B5";"906104__20160428_234432.csv";9;1007;60;"1";"Neg";"ratings_Grp4"
"24080";"M7";"906104__20160428_234432.csv";9;3228;60;"1";"Pos";"ratings_Grp4"
"24081";"M1";"906104__20160428_234432.csv";9;766;60;"1";"Pos";"ratings_Grp4"
"24082";"M5";"906104__20160428_234432.csv";9;990;60;"1";"Pos";"ratings_Grp4"
"24083";"B8";"906104__20160428_234432.csv";1;1606;60;"1";"Neg";"ratings_Grp4"
"24084";"B1";"906104__20160428_234432.csv";1;848;60;"1";"Neg";"ratings_Grp4"
"24134";"M4";"906104__20160428_235539.csv";1;3432;76;"1";"Pos";"ratings_Grp4"
"24135";"M1";"906104__20160428_235539.csv";8;8193;76;"1";"Pos";"ratings_Grp4"
"24136";"B7";"906104__20160428_235539.csv";2;1669;76;"1";"Neg";"ratings_Grp4"
"24137";"M7";"906104__20160428_235539.csv";7;2313;76;"1";"Pos";"ratings_Grp4"
"24138";"B1";"906104__20160428_235539.csv";4;2176;76;"1";"Neg";"ratings_Grp4"
"24139";"B8";"906104__20160428_235539.csv";5;1272;76;"1";"Neg";"ratings_Grp4"
"24140";"M3";"906104__20160428_235539.csv";7;1371;76;"1";"Pos";"ratings_Grp4"
"24141";"B4";"906104__20160428_235539.csv";6;1877;76;"1";"Neg";"ratings_Grp4"
"24142";"B3";"906104__20160428_235539.csv";5;1220;76;"1";"Neg";"ratings_Grp4"
"24143";"B2";"906104__20160428_235539.csv";1;2530;76;"1";"Neg";"ratings_Grp4"
"24144";"B6";"906104__20160428_235539.csv";1;2133;76;"1";"Neg";"ratings_Grp4"
"24145";"M6";"906104__20160428_235539.csv";7;1172;76;"1";"Pos";"ratings_Grp4"
"24146";"M2";"906104__20160428_235539.csv";8;902;76;"1";"Pos";"ratings_Grp4"
"24147";"M8";"906104__20160428_235539.csv";9;874;76;"1";"Pos";"ratings_Grp4"
"24148";"B5";"906104__20160428_235539.csv";1;1607;76;"1";"Neg";"ratings_Grp4"
"24149";"M5";"906104__20160428_235539.csv";7;2452;76;"1";"Pos";"ratings_Grp4"
"24199";"M2";"906104__20160428_235917.csv";8;12606;82;"1";"Pos";"ratings_Grp4"
"24200";"M6";"906104__20160428_235917.csv";7;4792;82;"1";"Pos";"ratings_Grp4"
"24201";"M3";"906104__20160428_235917.csv";8;856;82;"1";"Pos";"ratings_Grp4"
"24202";"B8";"906104__20160428_235917.csv";2;1301;82;"1";"Neg";"ratings_Grp4"
"24203";"M5";"906104__20160428_235917.csv";8;1041;82;"1";"Pos";"ratings_Grp4"
"24204";"M7";"906104__20160428_235917.csv";8;1032;82;"1";"Pos";"ratings_Grp4"
"24205";"B4";"906104__20160428_235917.csv";2;1200;82;"1";"Neg";"ratings_Grp4"
"24206";"M1";"906104__20160428_235917.csv";7;1527;82;"1";"Pos";"ratings_Grp4"
"24207";"B2";"906104__20160428_235917.csv";3;1522;82;"1";"Neg";"ratings_Grp4"
"24208";"M8";"906104__20160428_235917.csv";8;1148;82;"1";"Pos";"ratings_Grp4"
"24209";"M4";"906104__20160428_235917.csv";9;1455;82;"1";"Pos";"ratings_Grp4"
"24210";"B7";"906104__20160428_235917.csv";2;1064;82;"1";"Neg";"ratings_Grp4"
"24211";"B6";"906104__20160428_235917.csv";2;990;82;"1";"Neg";"ratings_Grp4"
"24212";"B5";"906104__20160428_235917.csv";1;1993;82;"1";"Neg";"ratings_Grp4"
"24213";"B1";"906104__20160428_235917.csv";2;619;82;"1";"Neg";"ratings_Grp4"
"24214";"B3";"906104__20160428_235917.csv";2;1091;82;"1";"Neg";"ratings_Grp4"
"24264";"M2";"906104__20160429_000021.csv";4;8866;59;"1";"Pos";"ratings_Grp4"
"24265";"B8";"906104__20160429_000021.csv";3;4880;59;"1";"Neg";"ratings_Grp4"
